"Unique identification number of the institution","Level of student","Level of student (original line number on survey form)","Attendance status of student","Level of student","Nonresident alien men","Nonresident alien women","OLD - Black non-Hispanic men","OLD - Black non-Hispanic women","OLD - American Indian or Alaska Native men","OLD - American Indian or Alaska Native women","OLD - Asian or Pacific Islander men","OLD - Asian or Pacific Islander women","OLD - Hispanic men","OLD - Hispanic women","OLD - White non-Hispanic men","OLD - White non-Hispanic women","Race/ethnicity unknown men","Race/ethnicity unknown women","Grand total men","Grand total women","Nonresident alien total","OLD - Black non-Hispanic total","OLD - American Indian or Alaska Native total","OLD - Asian or Pacific Islander total","OLD - Hispanic total","OLD - White non-Hispanic total","Race/ethnicity unknown total","Grand total","Hispanic men","Hispanic women","American Indian or Alaska Native men","American Indian or Alaska Native women","Asian men","Asian women","Black or African American men","Black or African American women","Native Hawaiian or Other Pacific Islander men","Native Hawaiian or Other Pacific Islander women","White men","White women","Two or more races men","Two or more races women","Hispanic total","American Indian or Alaska Native total","Asian total","Black or African American total","Native Hawaiian or Other Pacific Islander total","White total","Two or more races total","DERIVED - American Indian or Alaska Native total","DERIVED - American Indian or Alaska Native men","DERIVED - American Indian or Alaska Native women","DERIVED - Asian/Native Hawaiian/Other Pacific Islander total","DERIVED - Asian/Native Hawaiian/Other Pacific Islander men","DERIVED - Asian/Native Hawaiian/Other Pacific Islander women","DERIVED - Black or African American/Black non-Hispanic total","DERIVED - Black or African American/Black non-Hispanic men","DERIVED - Black or African American/Black non-Hispanic women","DERIVED - Hispanic or Latino/Hispanic total","DERIVED - Hispanic or Latino/Hispanic men","DERIVED - Hispanic or Latino/Hispanic women","DERIVED - White/White non-Hispanic total","DERIVED - White/White non-Hispanic men","DERIVED - White/White non-Hispanic women","FY","Fall","Institution_Name","EFALevel_desc","Line_desc","Section_desc","LStudy_desc"
"215062","44","15","2","1","   1","   0",,,,,,,,,,,"   1","   2","   29","   28","   1",,,,,,"   3","   57","   7","   7"," 0"," 0","   2","   2","  1","  3"," 0"," 0","  14","  12","  3","  2","  14"," 0","   4","   4"," 0","   26","   5",,,,,,,,,,,,,,,,"2014","2013","University of Pennsylvania","Part-time students, Undergraduate, Degree/certificate-seeking, First-time","Part-time, first-time, first-year, degree-seeking undergraduates","Part-time","Undergraduate"
"215062","45","99","2","1","   4","   6",,,,,,,,,,,"  14","  19","  198","  209","  10",,,,,,"  33","  407","  13","  23"," 1"," 0","  21","  29"," 19"," 27"," 0"," 0"," 118","  98","  8","  7","  36"," 1","  50","  46"," 0","  216","  15",,,,,,,,,,,,,,,,"2014","2013","University of Pennsylvania","Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","Generated record not on original survey","Part-time","Undergraduate"
"215062","51","21","2","1","  10","   7",,,,,,,,,,,"  68"," 122","  288","  454","  17",,,,,," 190","  742","  15","  16"," 0"," 0","  30","  54","  5"," 28"," 1"," 0"," 150"," 212","  9"," 15","  31"," 0","  84","  33"," 1","  362","  24",,,,,,,,,,,,,,,,"2014","2013","University of Pennsylvania","Part-time students, Undergraduate, Non-degree/certificate-seeking","Part-time nondegree-seeking undergraduates","Part-time","Undergraduate"
"215062","52","25","2","3"," 123","  76",,,,,,,,,,,"  92"," 198","  778"," 1302"," 199",,,,,," 290"," 2080","  28","  48"," 0"," 1","  86"," 130"," 44"," 97"," 0"," 0"," 388"," 729"," 17"," 23","  76"," 1"," 216"," 141"," 0"," 1117","  40",,,,,,,,,,,,,,,,"2014","2013","University of Pennsylvania","Part-time students, Graduate","Part-time graduates","Part-time","Graduate"
"215062","59","16","2","1","   0","   0",,,,,,,,,,,"   0","   0","    4","    1","   0",,,,,,"   0","    5","   0","   0"," 0"," 0","   1","   0","  0","  0"," 0"," 0","   2","   1","  1","  0","   0"," 0","   1","   0"," 0","    3","   1",,,,,,,,,,,,,,,,"2014","2013","University of Pennsylvania","Part-time students, Undergraduate, Other degree/certifcate-seeking, Transfer-ins","Part-time undergraduate, other degree/certifcate-seeking, transfer-ins","Part-time","Undergraduate"
"215062","60","17","2","1","   4","   6",,,,,,,,,,,"  14","  19","  194","  208","  10",,,,,,"  33","  402","  13","  23"," 1"," 0","  20","  29"," 19"," 27"," 0"," 0"," 116","  97","  7","  7","  36"," 1","  49","  46"," 0","  213","  14",,,,,,,,,,,,,,,,"2014","2013","University of Pennsylvania","Part-time students, Undergraduate, Other degree/certifcate-seeking, Continuing","Part-time undergraduate, other degree/certifcate-seeking, continuing","Part-time","Undergraduate"
"217156","1","29","3","4"," 764"," 725",,,,,,,,,,," 372"," 474"," 4347"," 4596","1489",,,,,," 846"," 8943"," 357"," 503","11","16"," 469"," 567","215","298"," 5"," 4","2000","1792","154","217"," 860","27","1036"," 513"," 9"," 3792"," 371",,,,,,,,,,,,,,,,"2014","2013","Brown University","All students total","Total enrollment","All students","All students"
"217156","2","99","3","1"," 371"," 417",,,,,,,,,,," 292"," 360"," 3101"," 3354"," 788",,,,,," 652"," 6455"," 275"," 408","10","14"," 359"," 438","182","220"," 3"," 4","1469","1297","140","196"," 683","24"," 797"," 402"," 7"," 2766"," 336",,,,,,,,,,,,,,,,"2014","2013","Brown University","All students, Undergraduate total","Generated record not on original survey","All students","Undergraduate"
"217156","3","99","3","1"," 350"," 371",,,,,,,,,,," 271"," 324"," 3002"," 3180"," 721",,,,,," 595"," 6182"," 272"," 398","10","14"," 349"," 413","180","217"," 2"," 4","1430","1245","138","194"," 670","24"," 762"," 397"," 6"," 2675"," 332",,,,,,,,,,,,,,,,"2014","2013","Brown University","All students, Undergraduate, Degree/certificate-seeking total","Generated record not on original survey","All students","Undergraduate"
"217156","4","99","3","1","  85","  90",,,,,,,,,,,"  52","  69","  754","  788"," 175",,,,,," 121"," 1542","  77"," 117"," 3"," 5"," 104"," 117"," 56"," 61"," 0"," 2"," 343"," 277"," 34"," 50"," 194"," 8"," 221"," 117"," 2","  620","  84",,,,,,,,,,,,,,,,"2014","2013","Brown University","All students, Undergraduate, Degree/certificate-seeking, First-time","Generated record not on original survey","All students","Undergraduate"
"217156","5","99","3","1"," 265"," 281",,,,,,,,,,," 219"," 255"," 2248"," 2392"," 546",,,,,," 474"," 4640"," 195"," 281"," 7"," 9"," 245"," 296","124","156"," 2"," 2","1087"," 968","104","144"," 476","16"," 541"," 280"," 4"," 2055"," 248",,,,,,,,,,,,,,,,"2014","2013","Brown University","All students, Undergraduate, Other degree/certificate-seeking","Generated record not on original survey","All students","Undergraduate"
"217156","11","99","3","1","  21","  46",,,,,,,,,,,"  21","  36","   99","  174","  67",,,,,,"  57","  273","   3","  10"," 0"," 0","  10","  25","  2","  3"," 1"," 0","  39","  52","  2","  2","  13"," 0","  35","   5"," 1","   91","   4",,,,,,,,,,,,,,,,"2014","2013","Brown University","All students, Undergraduate, Non-degree/certificate-seeking","Generated record not on original survey","All students","Undergraduate"
"217156","12","99","3","3"," 393"," 308",,,,,,,,,,,"  80"," 114"," 1246"," 1242"," 701",,,,,," 194"," 2488","  82","  95"," 1"," 2"," 110"," 129"," 33"," 78"," 2"," 0"," 531"," 495"," 14"," 21"," 177"," 3"," 239"," 111"," 2"," 1026","  35",,,,,,,,,,,,,,,,"2014","2013","Brown University","All students, Graduate","Generated record not on original survey","All students","Graduate"
"217156","19","99","3","1","  18","  14",,,,,,,,,,,"   9","   3","   49","   28","  32",,,,,,"  12","   77","   3","   1"," 0"," 0","   1","   1","  1","  1"," 0"," 0","  15","   8","  2","  0","   4"," 0","   2","   2"," 0","   23","   2",,,,,,,,,,,,,,,,"2014","2013","Brown University","All students, Undergraduate, Other degree/certifcate-seeking, Transfer-ins","Generated record not on original survey","All students","Undergraduate"
"217156","20","99","3","1"," 247"," 267",,,,,,,,,,," 210"," 252"," 2199"," 2364"," 514",,,,,," 462"," 4563"," 192"," 280"," 7"," 9"," 244"," 295","123","155"," 2"," 2","1072"," 960","102","144"," 472","16"," 539"," 278"," 4"," 2032"," 246",,,,,,,,,,,,,,,,"2014","2013","Brown University","All students, Undergraduate, Other degree/certifcate-seeking, Continuing","Generated record not on original survey","All students","Undergraduate"
"217156","21","14","1","4"," 747"," 675",,,,,,,,,,," 341"," 415"," 4198"," 4329","1422",,,,,," 756"," 8527"," 354"," 488","11","16"," 454"," 534","211","292"," 4"," 4","1925","1693","151","212"," 842","27"," 988"," 503"," 8"," 3618"," 363",,,,,,,,,,,,,,,,"2014","2013","Brown University","Full-time students total","Total full-time students","Full-time","All students"
"217156","22","8","1","1"," 359"," 373",,,,,,,,,,," 269"," 322"," 2998"," 3170"," 732",,,,,," 591"," 6168"," 272"," 396","10","14"," 346"," 410","179","217"," 2"," 4","1424","1241","137","193"," 668","24"," 756"," 396"," 6"," 2665"," 330",,,,,,,,,,,,,,,,"2014","2013","Brown University","Full-time students, Undergraduate total","Total  full-time undergraduates","Full-time","Undergraduate"
"217156","23","6","1","1"," 348"," 371",,,,,,,,,,," 267"," 322"," 2982"," 3165"," 719",,,,,," 589"," 6147"," 272"," 395","10","14"," 345"," 410","179","216"," 2"," 4","1422","1240","137","193"," 667","24"," 755"," 395"," 6"," 2662"," 330",,,,,,,,,,,,,,,,"2014","2013","Brown University","Full-time students, Undergraduate, Degree/certificate-seeking total","Full-time degree-seeking undergraduates, total","Full-time","Undergraduate"
"217156","24","1","1","1","  85","  90",,,,,,,,,,,"  52","  69","  754","  788"," 175",,,,,," 121"," 1542","  77"," 117"," 3"," 5"," 104"," 117"," 56"," 61"," 0"," 2"," 343"," 277"," 34"," 50"," 194"," 8"," 221"," 117"," 2","  620","  84",,,,,,,,,,,,,,,,"2014","2013","Brown University","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","Full-time, first-time, first-year, degree-seeking undergraduates","Full-time","Undergraduate"
"217156","25","99","1","1"," 263"," 281",,,,,,,,,,," 215"," 253"," 2228"," 2377"," 544",,,,,," 468"," 4605"," 195"," 278"," 7"," 9"," 241"," 293","123","155"," 2"," 2","1079"," 963","103","143"," 473","16"," 534"," 278"," 4"," 2042"," 246",,,,,,,,,,,,,,,,"2014","2013","Brown University","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","Generated record not on original survey","Full-time","Undergraduate"
"217156","31","7","1","1","  11","   2",,,,,,,,,,,"   2","   0","   16","    5","  13",,,,,,"   2","   21","   0","   1"," 0"," 0","   1","   0","  0","  1"," 0"," 0","   2","   1","  0","  0","   1"," 0","   1","   1"," 0","    3","   0",,,,,,,,,,,,,,,,"2014","2013","Brown University","Full-time students, Undergraduate, Non-degree/certificate-seeking","Full-time nondegree-seeking undergraduates","Full-time","Undergraduate"
"217156","32","11","1","3"," 388"," 302",,,,,,,,,,,"  72","  93"," 1200"," 1159"," 690",,,,,," 165"," 2359","  82","  92"," 1"," 2"," 108"," 124"," 32"," 75"," 2"," 0"," 501"," 452"," 14"," 19"," 174"," 3"," 232"," 107"," 2","  953","  33",,,,,,,,,,,,,,,,"2014","2013","Brown University","Full-time students, Graduate","Full-time graduates","Full-time","Graduate"
"217156","39","2","1","1","  18","  14",,,,,,,,,,,"   9","   3","   49","   28","  32",,,,,,"  12","   77","   3","   1"," 0"," 0","   1","   1","  1","  1"," 0"," 0","  15","   8","  2","  0","   4"," 0","   2","   2"," 0","   23","   2",,,,,,,,,,,,,,,,"2014","2013","Brown University","Full-time students, Undergraduate, Other degree/certifcate-seeking, Transfer-ins","Full-time undergraduate, other degree/certifcate-seeking, transfer-ins","Full-time","Undergraduate"
"217156","40","3","1","1"," 245"," 267",,,,,,,,,,," 206"," 250"," 2179"," 2349"," 512",,,,,," 456"," 4528"," 192"," 277"," 7"," 9"," 240"," 292","122","154"," 2"," 2","1064"," 955","101","143"," 469","16"," 532"," 276"," 4"," 2019"," 244",,,,,,,,,,,,,,,,"2014","2013","Brown University","Full-time students, Undergraduate, Other degree/certifcate-seeking, Continuing","Full-time  undergraduate, other degree/certifcate-seeking, continuing","Full-time","Undergraduate"
"217156","41","28","2","4","  17","  50",,,,,,,,,,,"  31","  59","  149","  267","  67",,,,,,"  90","  416","   3","  15"," 0"," 0","  15","  33","  4","  6"," 1"," 0","  75","  99","  3","  5","  18"," 0","  48","  10"," 1","  174","   8",,,,,,,,,,,,,,,,"2014","2013","Brown University","Part-time students total","Total part-time","Part-time","All students"
"217156","42","22","2","1","  12","  44",,,,,,,,,,,"  23","  38","  103","  184","  56",,,,,,"  61","  287","   3","  12"," 0"," 0","  13","  28","  3","  3"," 1"," 0","  45","  56","  3","  3","  15"," 0","  41","   6"," 1","  101","   6",,,,,,,,,,,,,,,,"2014","2013","Brown University","Part-time students, Undergraduate total","Total part-time undergraduates","Part-time","Undergraduate"
"217156","43","20","2","1","   2","   0",,,,,,,,,,,"   4","   2","   20","   15","   2",,,,,,"   6","   35","   0","   3"," 0"," 0","   4","   3","  1","  1"," 0"," 0","   8","   5","  1","  1","   3"," 0","   7","   2"," 0","   13","   2",,,,,,,,,,,,,,,,"2014","2013","Brown University","Part-time students, Undergraduate, Degree/certificate-seeking total","Part-time degree-seeking undergraduates, total","Part-time","Undergraduate"
"217156","45","99","2","1","   2","   0",,,,,,,,,,,"   4","   2","   20","   15","   2",,,,,,"   6","   35","   0","   3"," 0"," 0","   4","   3","  1","  1"," 0"," 0","   8","   5","  1","  1","   3"," 0","   7","   2"," 0","   13","   2",,,,,,,,,,,,,,,,"2014","2013","Brown University","Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","Generated record not on original survey","Part-time","Undergraduate"
"217156","51","21","2","1","  10","  44",,,,,,,,,,,"  19","  36","   83","  169","  54",,,,,,"  55","  252","   3","   9"," 0"," 0","   9","  25","  2","  2"," 1"," 0","  37","  51","  2","  2","  12"," 0","  34","   4"," 1","   88","   4",,,,,,,,,,,,,,,,"2014","2013","Brown University","Part-time students, Undergraduate, Non-degree/certificate-seeking","Part-time nondegree-seeking undergraduates","Part-time","Undergraduate"
"217156","52","25","2","3","   5","   6",,,,,,,,,,,"   8","  21","   46","   83","  11",,,,,,"  29","  129","   0","   3"," 0"," 0","   2","   5","  1","  3"," 0"," 0","  30","  43","  0","  2","   3"," 0","   7","   4"," 0","   73","   2",,,,,,,,,,,,,,,,"2014","2013","Brown University","Part-time students, Graduate","Part-time graduates","Part-time","Graduate"
"217156","60","17","2","1","   2","   0",,,,,,,,,,,"   4","   2","   20","   15","   2",,,,,,"   6","   35","   0","   3"," 0"," 0","   4","   3","  1","  1"," 0"," 0","   8","   5","  1","  1","   3"," 0","   7","   2"," 0","   13","   2",,,,,,,,,,,,,,,,"2014","2013","Brown University","Part-time students, Undergraduate, Other degree/certifcate-seeking, Continuing","Part-time undergraduate, other degree/certifcate-seeking, continuing","Part-time","Undergraduate"
"243744","1","29","3","4","2549","1202",,,,,,,,,,," 496"," 533","10382"," 7964","3751",,,,,,"1029","18346","1000"," 783","49","39","1479","1325","335","335","17","15","3882","3161","575","571","1783","88","2804"," 670","32"," 7043","1146",,,,,,,,,,,,,,,,"2014","2013","Stanford","All students total","Total enrollment","All students","All students"
"243744","2","99","3","1"," 350"," 215",,,,,,,,,,,"  37"," 208"," 3743"," 3531"," 565",,,,,," 245"," 7274"," 647"," 531","33","30"," 700"," 640","231","213","12","14","1379","1281","354","399","1178","63","1340"," 444","26"," 2660"," 753",,,,,,,,,,,,,,,,"2014","2013","Stanford","All students, Undergraduate total","Generated record not on original survey","All students","Undergraduate"
"243744","3","99","3","1"," 350"," 215",,,,,,,,,,,"  25","  14"," 3706"," 3274"," 565",,,,,,"  39"," 6980"," 647"," 531","33","30"," 696"," 636","228","212","12","14","1361","1223","354","399","1178","63","1332"," 440","26"," 2584"," 753",,,,,,,,,,,,,,,,"2014","2013","Stanford","All students, Undergraduate, Degree/certificate-seeking total","Generated record not on original survey","All students","Undergraduate"
"243744","4","99","3","1"," 107","  57",,,,,,,,,,,"   6","   4","  902","  772"," 164",,,,,,"  10"," 1674"," 160"," 112"," 8","13"," 170"," 155"," 48"," 49"," 3"," 2"," 312"," 281"," 88"," 99"," 272","21"," 325","  97"," 5","  593"," 187",,,,,,,,,,,,,,,,"2014","2013","Stanford","All students, Undergraduate, Degree/certificate-seeking, First-time","Generated record not on original survey","All students","Undergraduate"
"243744","5","99","3","1"," 243"," 158",,,,,,,,,,,"  19","  10"," 2804"," 2502"," 401",,,,,,"  29"," 5306"," 487"," 419","25","17"," 526"," 481","180","163"," 9","12","1049"," 942","266","300"," 906","42","1007"," 343","21"," 1991"," 566",,,,,,,,,,,,,,,,"2014","2013","Stanford","All students, Undergraduate, Other degree/certificate-seeking","Generated record not on original survey","All students","Undergraduate"
"243744","11","99","3","1","   0","   0",,,,,,,,,,,"  12"," 194","   37","  257","   0",,,,,," 206","  294","   0","   0"," 0"," 0","   4","   4","  3","  1"," 0"," 0","  18","  58","  0","  0","   0"," 0","   8","   4"," 0","   76","   0",,,,,,,,,,,,,,,,"2014","2013","Stanford","All students, Undergraduate, Non-degree/certificate-seeking","Generated record not on original survey","All students","Undergraduate"
"243744","12","99","3","3","2199"," 987",,,,,,,,,,," 459"," 325"," 6639"," 4433","3186",,,,,," 784","11072"," 353"," 252","16"," 9"," 779"," 685","104","122"," 5"," 1","2503","1880","221","172"," 605","25","1464"," 226"," 6"," 4383"," 393",,,,,,,,,,,,,,,,"2014","2013","Stanford","All students, Graduate","Generated record not on original survey","All students","Graduate"
"243744","19","99","3","1","   0","   0",,,,,,,,,,,"   1","   0","   17","   11","   0",,,,,,"   1","   28","   6","   3"," 0"," 0","   0","   1","  2","  1"," 0"," 0","   8","   5","  0","  1","   9"," 0","   1","   3"," 0","   13","   1",,,,,,,,,,,,,,,,"2014","2013","Stanford","All students, Undergraduate, Other degree/certifcate-seeking, Transfer-ins","Generated record not on original survey","All students","Undergraduate"
"243744","20","99","3","1"," 243"," 158",,,,,,,,,,,"  18","  10"," 2787"," 2491"," 401",,,,,,"  28"," 5278"," 481"," 416","25","17"," 526"," 480","178","162"," 9","12","1041"," 937","266","299"," 897","42","1006"," 340","21"," 1978"," 565",,,,,,,,,,,,,,,,"2014","2013","Stanford","All students, Undergraduate, Other degree/certifcate-seeking, Continuing","Generated record not on original survey","All students","Undergraduate"
"243744","21","14","1","4","2306","1154",,,,,,,,,,," 112","  67"," 9045"," 6540","3460",,,,,," 179","15585"," 973"," 763","46","32","1297","1130","320","314","16","15","3422","2511","553","554","1736","78","2427"," 634","31"," 5933","1107",,,,,,,,,,,,,,,,"2014","2013","Stanford","Full-time students total","Total full-time students","Full-time","All students"
"243744","22","8","1","1"," 350"," 215",,,,,,,,,,,"  25","  15"," 3706"," 3275"," 565",,,,,,"  40"," 6981"," 647"," 531","33","30"," 696"," 636","228","212","12","14","1361","1223","354","399","1178","63","1332"," 440","26"," 2584"," 753",,,,,,,,,,,,,,,,"2014","2013","Stanford","Full-time students, Undergraduate total","Total  full-time undergraduates","Full-time","Undergraduate"
"243744","23","6","1","1"," 350"," 215",,,,,,,,,,,"  25","  14"," 3706"," 3274"," 565",,,,,,"  39"," 6980"," 647"," 531","33","30"," 696"," 636","228","212","12","14","1361","1223","354","399","1178","63","1332"," 440","26"," 2584"," 753",,,,,,,,,,,,,,,,"2014","2013","Stanford","Full-time students, Undergraduate, Degree/certificate-seeking total","Full-time degree-seeking undergraduates, total","Full-time","Undergraduate"
"243744","24","1","1","1"," 107","  57",,,,,,,,,,,"   6","   4","  902","  772"," 164",,,,,,"  10"," 1674"," 160"," 112"," 8","13"," 170"," 155"," 48"," 49"," 3"," 2"," 312"," 281"," 88"," 99"," 272","21"," 325","  97"," 5","  593"," 187",,,,,,,,,,,,,,,,"2014","2013","Stanford","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","Full-time, first-time, first-year, degree-seeking undergraduates","Full-time","Undergraduate"
"243744","25","99","1","1"," 243"," 158",,,,,,,,,,,"  19","  10"," 2804"," 2502"," 401",,,,,,"  29"," 5306"," 487"," 419","25","17"," 526"," 481","180","163"," 9","12","1049"," 942","266","300"," 906","42","1007"," 343","21"," 1991"," 566",,,,,,,,,,,,,,,,"2014","2013","Stanford","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","Generated record not on original survey","Full-time","Undergraduate"
"243744","31","7","1","1","   0","   0",,,,,,,,,,,"   0","   1","    0","    1","   0",,,,,,"   1","    1","   0","   0"," 0"," 0","   0","   0","  0","  0"," 0"," 0","   0","   0","  0","  0","   0"," 0","   0","   0"," 0","    0","   0",,,,,,,,,,,,,,,,"2014","2013","Stanford","Full-time students, Undergraduate, Non-degree/certificate-seeking","Full-time nondegree-seeking undergraduates","Full-time","Undergraduate"
"243744","32","11","1","3","1956"," 939",,,,,,,,,,,"  87","  52"," 5339"," 3265","2895",,,,,," 139"," 8604"," 326"," 232","13"," 2"," 601"," 494"," 92","102"," 4"," 1","2061","1288","199","155"," 558","15","1095"," 194"," 5"," 3349"," 354",,,,,,,,,,,,,,,,"2014","2013","Stanford","Full-time students, Graduate","Full-time graduates","Full-time","Graduate"
"243744","39","2","1","1","   0","   0",,,,,,,,,,,"   1","   0","   17","   11","   0",,,,,,"   1","   28","   6","   3"," 0"," 0","   0","   1","  2","  1"," 0"," 0","   8","   5","  0","  1","   9"," 0","   1","   3"," 0","   13","   1",,,,,,,,,,,,,,,,"2014","2013","Stanford","Full-time students, Undergraduate, Other degree/certifcate-seeking, Transfer-ins","Full-time undergraduate, other degree/certifcate-seeking, transfer-ins","Full-time","Undergraduate"
"243744","40","3","1","1"," 243"," 158",,,,,,,,,,,"  18","  10"," 2787"," 2491"," 401",,,,,,"  28"," 5278"," 481"," 416","25","17"," 526"," 480","178","162"," 9","12","1041"," 937","266","299"," 897","42","1006"," 340","21"," 1978"," 565",,,,,,,,,,,,,,,,"2014","2013","Stanford","Full-time students, Undergraduate, Other degree/certifcate-seeking, Continuing","Full-time  undergraduate, other degree/certifcate-seeking, continuing","Full-time","Undergraduate"
"243744","41","28","2","4"," 243","  48",,,,,,,,,,," 384"," 466"," 1337"," 1424"," 291",,,,,," 850"," 2761","  27","  20"," 3"," 7"," 182"," 195"," 15"," 21"," 1"," 0"," 460"," 650"," 22"," 17","  47","10"," 377","  36"," 1"," 1110","  39",,,,,,,,,,,,,,,,"2014","2013","Stanford","Part-time students total","Total part-time","Part-time","All students"
"243744","42","22","2","1","   0","   0",,,,,,,,,,,"  12"," 193","   37","  256","   0",,,,,," 205","  293","   0","   0"," 0"," 0","   4","   4","  3","  1"," 0"," 0","  18","  58","  0","  0","   0"," 0","   8","   4"," 0","   76","   0",,,,,,,,,,,,,,,,"2014","2013","Stanford","Part-time students, Undergraduate total","Total part-time undergraduates","Part-time","Undergraduate"
"243744","51","21","2","1","   0","   0",,,,,,,,,,,"  12"," 193","   37","  256","   0",,,,,," 205","  293","   0","   0"," 0"," 0","   4","   4","  3","  1"," 0"," 0","  18","  58","  0","  0","   0"," 0","   8","   4"," 0","   76","   0",,,,,,,,,,,,,,,,"2014","2013","Stanford","Part-time students, Undergraduate, Non-degree/certificate-seeking","Part-time nondegree-seeking undergraduates","Part-time","Undergraduate"
"243744","52","25","2","3"," 243","  48",,,,,,,,,,," 372"," 273"," 1300"," 1168"," 291",,,,,," 645"," 2468","  27","  20"," 3"," 7"," 178"," 191"," 12"," 20"," 1"," 0"," 442"," 592"," 22"," 17","  47","10"," 369","  32"," 1"," 1034","  39",,,,,,,,,,,,,,,,"2014","2013","Stanford","Part-time students, Graduate","Part-time graduates","Part-time","Graduate"
"110404","1","29","3","4"," 460"," 143",,,,,,,,,,,"   8","   2"," 1530","  679"," 603",,,,,,"  10"," 2209"," 136","  37"," 4"," 0"," 334"," 246"," 18","  9"," 0"," 1"," 529"," 214"," 41"," 27"," 173","  4"," 580","  27"," 1","  743","  68",,,,,,,,,,,,,,,,"2015","2014","Cal Tech","All students total","Total enrollment","All students","All students"
"110404","2","99","3","1","  53","  33",,,,,,,,,,,"   0","   0","  625","  358","  86",,,,,,"   0","  983"," 100","  20"," 1"," 0"," 234"," 197"," 11","  4"," 0"," 0"," 190","  84"," 36"," 20"," 120","  1"," 431","  15"," 0","  274","  56",,,,,,,,,,,,,,,,"2015","2014","Cal Tech","All students, Undergraduate total","Generated record not on original survey","All students","Undergraduate"
"110404","3","99","3","1","  53","  33",,,,,,,,,,,"   0","   0","  625","  358","  86",,,,,,"   0","  983"," 100","  20"," 1"," 0"," 234"," 197"," 11","  4"," 0"," 0"," 190","  84"," 36"," 20"," 120","  1"," 431","  15"," 0","  274","  56",,,,,,,,,,,,,,,,"2015","2014","Cal Tech","All students, Undergraduate, Degree/certificate-seeking total","Generated record not on original survey","All students","Undergraduate"
"110404","4","99","3","1","   6","  13",,,,,,,,,,,"   0","   0","  136","   90","  19",,,,,,"   0","  226","  30","   4"," 0"," 0","  53","  52","  1","  1"," 0"," 0","  39","  19","  7","  1","  34","  0"," 105","   2"," 0","   58","   8",,,,,,,,,,,,,,,,"2015","2014","Cal Tech","All students, Undergraduate, Degree/certificate-seeking, First-time","Generated record not on original survey","All students","Undergraduate"
"110404","5","99","3","1","  47","  20",,,,,,,,,,,"   0","   0","  489","  268","  67",,,,,,"   0","  757","  70","  16"," 1"," 0"," 181"," 145"," 10","  3"," 0"," 0"," 151","  65"," 29"," 19","  86","  1"," 326","  13"," 0","  216","  48",,,,,,,,,,,,,,,,"2015","2014","Cal Tech","All students, Undergraduate, Other degree/certificate-seeking","Generated record not on original survey","All students","Undergraduate"
"110404","12","99","3","3"," 407"," 110",,,,,,,,,,,"   8","   2","  905","  321"," 517",,,,,,"  10"," 1226","  36","  17"," 3"," 0"," 100","  49","  7","  5"," 0"," 1"," 339"," 130","  5","  7","  53","  3"," 149","  12"," 1","  469","  12",,,,,,,,,,,,,,,,"2015","2014","Cal Tech","All students, Graduate","Generated record not on original survey","All students","Graduate"
"110404","19","99","3","1","   0","   1",,,,,,,,,,,"   0","   0","    5","    2","   1",,,,,,"   0","    7","   0","   0"," 0"," 0","   2","   0","  1","  0"," 0"," 0","   2","   1","  0","  0","   0","  0","   2","   1"," 0","    3","   0",,,,,,,,,,,,,,,,"2015","2014","Cal Tech","All students, Undergraduate, Other degree/certifcate-seeking, Transfer-ins","Generated record not on original survey","All students","Undergraduate"
"110404","20","99","3","1","  47","  19",,,,,,,,,,,"   0","   0","  484","  266","  66",,,,,,"   0","  750","  70","  16"," 1"," 0"," 179"," 145","  9","  3"," 0"," 0"," 149","  64"," 29"," 19","  86","  1"," 324","  12"," 0","  213","  48",,,,,,,,,,,,,,,,"2015","2014","Cal Tech","All students, Undergraduate, Other degree/certifcate-seeking, Continuing","Generated record not on original survey","All students","Undergraduate"
"110404","21","14","1","4"," 460"," 143",,,,,,,,,,,"   8","   2"," 1530","  679"," 603",,,,,,"  10"," 2209"," 136","  37"," 4"," 0"," 334"," 246"," 18","  9"," 0"," 1"," 529"," 214"," 41"," 27"," 173","  4"," 580","  27"," 1","  743","  68",,,,,,,,,,,,,,,,"2015","2014","Cal Tech","Full-time students total","Total full-time students","Full-time","All students"
"110404","22","8","1","1","  53","  33",,,,,,,,,,,"   0","   0","  625","  358","  86",,,,,,"   0","  983"," 100","  20"," 1"," 0"," 234"," 197"," 11","  4"," 0"," 0"," 190","  84"," 36"," 20"," 120","  1"," 431","  15"," 0","  274","  56",,,,,,,,,,,,,,,,"2015","2014","Cal Tech","Full-time students, Undergraduate total","Total  full-time undergraduates","Full-time","Undergraduate"
